idade,genero,renda,compras_ano_passado,satisfacao
65,Feminino,2934.491498992285,1,Media
25,Feminino,623.8186806648177,7,Alta
34,Feminino,2805.9429584359737,3,Media
50,Masculino,2409.3878611687337,2,Media
44,Masculino,853.279689068972,0,Alta
46,Feminino,2387.1225255935237,4,Baixa
72,Masculino,1914.6017152598592,0,Media
54,Masculino,2105.0730576241704,5,Alta
73,Masculino,-11.248835576416695,7,Media
48,Feminino,3595.8632301550388,6,Media
79,Feminino,2795.868271419779,6,Media
74,Feminino,3119.0161226118453,2,Baixa
64,Masculino,5402.915910198083,6,Media
56,Feminino,3484.4202583990154,2,Media
67,Feminino,1557.9889967404379,2,Media
67,Masculino,3061.040572190382,4,Media
78,Feminino,3499.5762343946717,6,Media
32,Feminino,1010.6586794367381,9,Baixa
18,Feminino,3987.254285088996,7,Media
40,Masculino,3861.5293752454954,4,Media
63,Feminino,2003.2964101512123,5,Media
35,Feminino,2585.249117167683,7,Media
41,Masculino,2812.935768009125,7,Baixa
70,Feminino,2175.4779188510197,4,Alta
19,Feminino,3670.902542413006,1,Baixa
43,Masculino,3116.7770994375596,5,Baixa
72,Masculino,766.2354682473242,4,Media
64,Masculino,2251.031264412391,7,Media
42,Masculino,2594.5940989208552,4,Baixa
72,Masculino,3221.549017643441,8,Media
54,Masculino,2696.897767550615,3,Media
52,Masculino,2743.7732205241114,4,Media
27,Masculino,4396.5386322073155,5,Media
60,Masculino,2977.199677551907,2,Media
29,Feminino,1953.5605086216513,0,Alta
33,Masculino,1309.7375472049735,8,Baixa
59,Feminino,1786.1663293001366,4,Media
46,Feminino,2535.140084631479,2,Media
25,Feminino,3871.2651206261207,2,Baixa
44,Feminino,2479.008786138444,8,Alta
73,Masculino,2862.3911651876288,1,Baixa
26,Feminino,1997.6599840810627,3,Baixa
39,Feminino,3441.5770812926385,8,Alta
22,Feminino,2935.2889908839684,1,Media
75,Masculino,4302.291223358034,3,Baixa
60,Feminino,1327.8982159087573,7,Media
45,Masculino,3576.285918593904,7,Media
59,Masculino,3924.383769306215,5,Media
73,Feminino,2420.20125670349,8,Media
75,Masculino,604.4673862434149,8,Media
44,Feminino,3375.2826270986025,3,Alta
57,Masculino,1598.4830351355645,4,Baixa
64,Masculino,2185.01387590108,0,Media
46,Masculino,1481.1126607732388,4,Media
52,Feminino,3139.694619876188,9,Media
62,Masculino,2706.6910316057833,6,Media
22,Feminino,1587.4821201425516,0,Media
66,Feminino,3891.75674419484,9,Media
68,Feminino,2775.775879837725,8,Alta
52,Feminino,2890.247421424425,9,Media
60,Masculino,2641.631305222849,8,Baixa
27,Feminino,3538.5846564079575,4,Media
78,Feminino,3181.7477797013503,6,Media
72,Feminino,2672.200109395075,2,Media
74,Feminino,2902.7910726958935,3,Media
48,Masculino,3491.8640309225725,7,Baixa
66,Masculino,2706.168458630366,8,Media
59,Masculino,2564.5515804341776,1,Baixa
57,Feminino,1916.7463390213236,7,Alta
45,Masculino,1517.6977426034155,8,Baixa
61,Feminino,3930.6180144492373,3,Media
67,Masculino,2693.615503823875,0,Alta
28,Masculino,2037.336420721796,7,Media
35,Masculino,1064.8639271633645,6,Baixa
49,Masculino,958.8250017967555,7,Media
78,Masculino,1425.1443693907604,3,Media
43,Feminino,3606.907500091829,9,Media
70,Masculino,3926.340929685687,0,Media
57,Feminino,815.4275559696816,9,Media
43,Feminino,2764.425696747887,7,Baixa
67,Masculino,903.8856716920768,5,Media
22,Masculino,2892.434847742061,3,Media
48,Feminino,3689.3123353854926,2,Media
58,Masculino,3407.565207731295,5,Media
18,Feminino,1924.3015161054327,0,Alta
63,Masculino,1424.150663661256,0,Media
65,Masculino,2010.3625503250314,7,Baixa
76,Feminino,1649.591795866022,5,Alta
21,Feminino,3909.453383830497,8,Baixa
41,Feminino,1008.1584291961415,9,Media
64,Masculino,2639.845706017822,4,Media
59,Masculino,1395.3355079000153,7,Media
79,Feminino,1401.3166483001194,6,Media
66,Feminino,2906.4611690742495,4,Media
56,Feminino,4256.5319114895465,3,Alta
29,Feminino,2220.8562899226795,5,Alta
26,Masculino,3163.7291599847617,5,Baixa
32,Masculino,3813.7154928446953,3,Alta
66,Feminino,2465.4014248447224,6,Media
38,Feminino,3395.579555416028,6,Media
71,Masculino,588.7829176509233,1,Alta
47,Masculino,2430.215288944722,9,Media
54,Masculino,3776.850766776668,6,Media
78,Feminino,3125.5977966551195,2,Media
21,Feminino,2219.2570878782217,9,Media
44,Masculino,2869.415231722638,0,Media
23,Feminino,828.6186827353583,7,Baixa
18,Masculino,3065.824316374799,6,Media
72,Feminino,1253.1126215883219,5,Media
79,Masculino,2353.290014029315,3,Media
49,Masculino,4845.220375173107,8,Media
76,Masculino,3876.3241781567567,3,Alta
44,Feminino,1460.3354474008559,1,Baixa
70,Feminino,3677.0192642474767,5,Media
65,Masculino,3758.905580000703,7,Media
38,Masculino,1325.1029779375215,2,Baixa
29,Masculino,3919.197376166862,2,Alta
33,Masculino,1096.8015322060883,4,Media
25,Feminino,4253.501715265003,8,Media
24,Masculino,1422.723433946317,2,Alta
54,Feminino,-53.20209339248686,6,Baixa
77,Feminino,3052.4300681295967,0,Media
25,Masculino,3450.208271969916,6,Baixa
63,Feminino,1830.5935968505323,2,Baixa
18,Feminino,2053.581875943893,1,Baixa
39,Masculino,1935.0333943137098,7,Media
18,Masculino,1283.9675078031864,3,Baixa
69,Feminino,3318.950547048556,1,Alta
51,Feminino,2160.039894030306,0,Media
69,Masculino,2705.5772280646256,6,Alta
30,Masculino,3423.695639863101,0,Alta
43,Masculino,4050.097358823544,2,Alta
54,Masculino,2090.862569503466,6,Alta
19,Masculino,566.7535545637861,5,Baixa
40,Feminino,3564.0093423506282,5,Media
28,Masculino,2440.903244904844,3,Baixa
71,Feminino,2041.5371749793114,1,Media
69,Masculino,2079.95611384971,3,Media
37,Masculino,1165.926216494268,5,Media
57,Feminino,2053.676869585888,9,Media
43,Masculino,4517.540463983326,2,Baixa
39,Feminino,2438.3842877051757,7,Media
67,Masculino,2934.2339175532,5,Media
45,Masculino,2572.7987391905185,0,Alta
33,Feminino,4780.042959401131,9,Media
53,Feminino,2536.081192043442,9,Media
46,Feminino,1092.7330388933326,5,Media
53,Masculino,1711.2365325897442,3,Media
74,Feminino,2036.1678989299235,0,Alta
55,Feminino,3564.6464444394996,8,Media
41,Feminino,1095.902103261378,9,Media
54,Feminino,2813.7286606689245,0,Alta
67,Masculino,2759.5105124896727,2,Media
59,Masculino,2803.6109695978903,3,Alta
41,Feminino,2925.294094139534,3,Baixa
73,Feminino,3395.738538570811,1,Alta
30,Feminino,3156.413708216579,2,Media
58,Feminino,2184.637936073697,1,Media
42,Masculino,2847.158441707502,7,Media
49,Masculino,3164.8822930784886,7,Media
68,Feminino,3041.96663354189,6,Baixa
79,Feminino,1687.4897503094253,4,Alta
52,Masculino,3040.1941698868286,3,Media
26,Masculino,2276.223922513936,3,Baixa
40,Feminino,771.3705566470321,1,Media
40,Feminino,2280.0187674153276,3,Baixa
62,Feminino,3022.6980002445016,2,Baixa
46,Masculino,719.8832127544774,5,Baixa
71,Feminino,3257.9754746506246,9,Media
79,Masculino,-103.9360257802623,9,Baixa
55,Feminino,1935.6168455069856,0,Media
59,Masculino,1695.1650474056419,2,Alta
67,Feminino,1997.0333020544872,9,Media
67,Feminino,4120.013864824774,8,Media
59,Feminino,1346.8567847453514,2,Baixa
40,Masculino,2180.1156504586093,9,Media
72,Feminino,3006.0178949503925,1,Media
35,Masculino,2376.519306855228,9,Alta
31,Feminino,817.9204997095528,3,Media
26,Feminino,1595.1682468140539,0,Media
22,Feminino,2693.227330872628,2,Media
63,Masculino,1647.102847112038,6,Baixa
27,Feminino,4275.993890357795,8,Alta
61,Feminino,1449.5186755440927,6,Baixa
49,Masculino,1860.2755683842097,0,Baixa
70,Masculino,2401.2693834797014,3,Media
62,Masculino,2077.142497877046,2,Media
78,Feminino,2787.60003583367,2,Media
49,Masculino,1654.5310246355864,3,Media
30,Feminino,4381.249801125846,9,Media
37,Masculino,1822.412570749147,4,Media
62,Feminino,2538.717547851958,8,Media
79,Masculino,3256.9787367949557,1,Baixa
31,Feminino,1727.509389695075,0,Baixa
61,Feminino,2059.6369850990322,8,Baixa
46,Feminino,1479.499581718373,0,Media
25,Masculino,1233.908185649012,3,Alta
19,Masculino,1693.7538783441942,1,Media
69,Feminino,2193.5919541216863,5,Baixa
55,Masculino,2602.2552320716914,5,Media
59,Feminino,3728.4514939708706,2,Media
31,Feminino,2090.822204976769,8,Alta
20,Masculino,4255.301345702553,3,Media
76,Masculino,801.6318524935446,8,Media
69,Masculino,3528.422730215849,8,Baixa
45,Feminino,2561.1883583721365,7,Baixa
57,Feminino,2590.4303416324437,2,Media
20,Masculino,1132.35038152227,1,Media
43,Masculino,1348.18458426531,1,Media
31,Feminino,2766.6313171903007,0,Media
44,Masculino,1366.3238678803145,1,Baixa
60,Masculino,2020.2026836862829,9,Media
58,Masculino,1971.8827993836398,9,Baixa
70,Masculino,2331.928743326385,4,Baixa
39,Masculino,2782.360349692059,8,Baixa
27,Masculino,1175.2020987004182,9,Alta
60,Feminino,2534.836303094784,9,Media
78,Masculino,1510.9199704734447,6,Baixa
44,Masculino,1930.2066437586418,1,Media
18,Feminino,3483.771619403192,0,Media
74,Masculino,1298.7785047159673,8,Media
65,Feminino,4610.985422945974,8,Baixa
30,Feminino,1941.6905914539088,2,Media
77,Feminino,-252.51479226876063,0,Baixa
66,Feminino,3139.3971089870042,4,Media
41,Feminino,1215.5848529407008,3,Media
33,Masculino,3161.1046390193533,4,Alta
57,Masculino,1290.7137517576277,7,Alta
44,Feminino,1354.6827694462324,3,Media
24,Feminino,3415.7208144467972,1,Baixa
21,Masculino,1886.2616476312976,7,Alta
49,Feminino,1760.275618703085,6,Alta
41,Feminino,318.6311971176492,8,Alta
64,Masculino,2329.927979350627,0,Media
46,Masculino,1692.8673057665414,3,Baixa
64,Feminino,3686.792273139583,4,Baixa
26,Masculino,2004.7963406128013,3,Alta
40,Feminino,2841.6435170639033,9,Media
19,Feminino,2707.353261378917,9,Alta
45,Feminino,1.1901102435804205,0,Media
74,Masculino,2720.2048974030317,5,Baixa
24,Masculino,2836.9066469113377,7,Media
65,Feminino,2289.6164922005228,4,Alta
73,Feminino,1975.7020849646674,5,Media
18,Masculino,1169.9594759411177,1,Media
25,Feminino,572.6208295091446,7,Baixa
56,Masculino,2426.1464243833802,0,Alta
34,Masculino,2948.506575900207,7,Media
48,Feminino,2933.451732184717,4,Media
72,Masculino,3644.9343262895477,2,Media
65,Masculino,1079.8832449507308,1,Alta
78,Masculino,1494.5155669194846,5,Media
67,Masculino,1575.0688673896743,8,Media
30,Feminino,1977.934010284096,7,Alta
45,Masculino,1913.7081737420162,5,Alta
41,Feminino,2056.5606528189674,6,Baixa
54,Masculino,2561.1642454598386,5,Media
67,Masculino,1785.6822894346205,7,Baixa
74,Feminino,1857.071316339529,3,Media
36,Feminino,2827.272177046807,2,Media
72,Masculino,1251.55563893258,0,Media
30,Feminino,2453.760236538284,9,Media
35,Masculino,1025.7668317837597,6,Media
31,Masculino,2030.0832159846018,8,Baixa
71,Masculino,1601.7869225926047,7,Media
21,Feminino,2082.122159455773,1,Baixa
72,Masculino,3915.2406933628536,2,Media
28,Feminino,1659.5940682368255,7,Alta
37,Masculino,1477.3309649237267,8,Media
53,Masculino,889.1964855469216,1,Media
35,Masculino,2664.88172053056,2,Baixa
24,Feminino,3232.9955126726663,5,Media
53,Feminino,2579.831739054229,6,Media
24,Masculino,3577.612671652515,4,Alta
54,Masculino,2871.0156830534656,3,Media
53,Masculino,3672.146929424076,1,Media
70,Masculino,2906.344227735142,1,Media
25,Feminino,1974.8130397975297,2,Baixa
38,Feminino,2195.263741682552,8,Media
35,Feminino,1663.3355681916132,8,Media
65,Masculino,1216.853293926545,7,Media
36,Masculino,1786.4597298849424,8,Alta
75,Feminino,5029.865570665193,4,Alta
20,Masculino,1910.8214614889944,5,Media
27,Feminino,3347.4582936797347,1,Baixa
65,Masculino,3044.402662584536,1,Media
47,Feminino,2150.7924120344624,9,Media
21,Masculino,3811.45046803393,2,Media
50,Feminino,1427.3355338188762,7,Media
27,Feminino,3601.1459915525556,3,Media
73,Feminino,3428.0753201928947,1,Baixa
57,Masculino,367.46091987851514,7,Media
40,Masculino,2434.8011790307,2,Media
75,Feminino,2868.833504148282,1,Baixa
76,Masculino,3438.142234604199,0,Baixa
58,Masculino,2173.886851047457,8,Media
57,Masculino,1677.9696577645739,7,Alta
59,Feminino,4923.743251197035,0,Media
33,Feminino,2531.2586743505503,6,Alta
31,Masculino,2700.8407421145516,8,Media
25,Masculino,3328.481870990472,8,Media
35,Feminino,3741.541253696376,0,Media
50,Masculino,1128.7430266771603,3,Alta
69,Feminino,1862.3071696881811,5,Alta
73,Feminino,2032.4058331810877,2,Baixa
37,Masculino,2571.278410664478,2,Media
36,Masculino,2090.422227649947,3,Media
39,Feminino,3781.499065507578,7,Media
33,Masculino,523.7781882633612,0,Media
47,Feminino,1295.9375727156519,9,Media
21,Masculino,2376.67494231699,2,Media
54,Masculino,996.9208756156288,2,Media
62,Feminino,3491.546548524242,2,Baixa
36,Masculino,2519.4823336159216,4,Media
47,Masculino,2679.2627489877777,5,Media
64,Feminino,2392.204545902126,8,Media
34,Masculino,1953.4548281865261,3,Baixa
47,Feminino,3460.905519712612,9,Media
67,Feminino,1271.7112949172476,9,Baixa
44,Feminino,2743.4674340286047,7,Media
45,Masculino,2641.0427317494277,3,Baixa
59,Feminino,2248.5915689233793,2,Media
75,Feminino,4730.256497824441,8,Media
57,Feminino,2224.058559319391,0,Media
68,Feminino,4568.196714409735,6,Baixa
27,Feminino,1158.055185207274,2,Media
52,Masculino,4222.993375356123,1,Media
56,Feminino,2855.93083883897,4,Media
30,Feminino,3081.7947826996624,1,Media
63,Feminino,2740.215202260045,8,Media
42,Masculino,2111.25376776031,1,Alta
48,Masculino,1611.468557336833,6,Baixa
30,Feminino,2109.212915331676,0,Media
60,Feminino,2608.841356394056,0,Alta
67,Masculino,2139.1604782200884,1,Media
54,Masculino,1247.7856493203938,1,Media
35,Masculino,3184.570993537597,0,Media
18,Masculino,1075.416694041333,0,Baixa
46,Feminino,2020.5373304855298,6,Media
40,Feminino,2143.13803928663,5,Alta
76,Feminino,1626.464546937445,3,Media
47,Masculino,972.3315989852906,2,Media
24,Feminino,779.5686592614184,8,Baixa
19,Feminino,2452.7493024311293,5,Media
63,Masculino,1805.2645406009071,8,Media
55,Feminino,2313.408084763075,9,Baixa
46,Masculino,2419.684594861257,7,Media
72,Feminino,2129.0863795934274,3,Media
25,Masculino,2428.632406722553,2,Media
53,Masculino,1860.7535835618773,2,Media
58,Feminino,2783.492713037699,0,Baixa
63,Feminino,3066.656427093355,8,Baixa
48,Masculino,1963.1803920760933,5,Media
62,Feminino,2073.128769319126,1,Media
42,Feminino,2947.2932527896055,8,Media
37,Masculino,2298.8072836832253,7,Media
54,Masculino,3035.41343858661,6,Media
66,Masculino,3041.3531808285693,3,Baixa
72,Feminino,3232.470907764163,2,Alta
25,Feminino,2224.6188993258793,3,Baixa
73,Masculino,1609.638689472049,5,Media
33,Feminino,3883.3117595795024,6,Alta
61,Feminino,2378.655130648414,4,Media
27,Masculino,1332.7973046637912,2,Media
32,Masculino,3336.4697851898363,5,Media
32,Masculino,1768.3798494919429,2,Media
70,Masculino,2556.0420989094036,6,Media
45,Feminino,1924.799362266017,8,Media
37,Feminino,2922.3344960434174,3,Media
65,Feminino,1603.5317982594947,0,Media
32,Feminino,1653.5589175068997,4,Alta
76,Feminino,3555.5806619165705,0,Baixa
37,Masculino,4969.954234621548,6,Media
43,Feminino,1939.3863744933687,9,Alta
64,Masculino,2699.6164418531357,8,Media
79,Masculino,2695.284236603277,6,Baixa
67,Feminino,2284.450811329027,8,Alta
34,Feminino,1539.3833393353339,5,Alta
73,Feminino,1847.2437747505,0,Baixa
43,Masculino,3455.0930799113526,1,Media
74,Feminino,4210.5078142476805,5,Alta
63,Feminino,821.1161237001907,3,Media
58,Masculino,3516.4350481333868,6,Media
73,Feminino,2289.916496860823,5,Baixa
38,Feminino,2183.7767855889424,0,Baixa
35,Feminino,3105.1080989291904,1,Media
29,Masculino,-30.656757925453803,7,Media
64,Masculino,1505.5402168331873,0,Media
58,Feminino,1264.7566490252423,3,Baixa
65,Feminino,3417.852150014664,9,Media
43,Masculino,2835.8512857820456,8,Media
25,Masculino,4043.5261093469053,1,Alta
19,Masculino,4005.1260582817176,9,Media
60,Feminino,2074.3003581082676,2,Media
42,Feminino,3509.6180843082548,9,Media
65,Feminino,4199.557648787735,4,Alta
74,Feminino,3255.3774390024982,0,Baixa
26,Masculino,1541.088247091615,5,Baixa
41,Feminino,2254.8294766253484,0,Media
76,Masculino,2262.5828355793783,3,Media
19,Masculino,2397.4266900996354,7,Baixa
52,Feminino,2243.9414272799036,8,Media
19,Feminino,1755.2851838543265,8,Media
60,Masculino,533.9801675612393,9,Media
58,Masculino,1654.896945200564,7,Media
44,Masculino,3517.154006233691,2,Media
64,Feminino,1918.8445440242836,0,Media
40,Feminino,2562.818370788379,4,Media
76,Feminino,3589.6502396230962,7,Media
23,Masculino,-68.55947229099365,3,Media
37,Masculino,2266.7158361779375,5,Media
56,Masculino,2013.7254431000758,5,Alta
54,Masculino,2899.3652086093166,6,Media
57,Masculino,3338.299753220956,8,Alta
52,Feminino,-885.8134990687317,7,Media
32,Feminino,4237.063763083548,3,Baixa
32,Feminino,2736.8732145325994,8,Media
46,Masculino,2640.80633249319,2,Alta
24,Masculino,2775.645234145386,1,Media
33,Masculino,4161.684562065135,5,Media
50,Masculino,1796.1777034043935,5,Media
64,Masculino,1922.3812515948043,4,Media
43,Masculino,4042.006469052035,8,Media
24,Masculino,3389.4074764359852,0,Media
33,Feminino,653.7081341747303,0,Baixa
78,Feminino,2094.7635422231124,4,Media
71,Masculino,2442.7014688394056,9,Alta
19,Feminino,2226.520030303877,5,Media
50,Masculino,2014.0672003048862,2,Media
70,Feminino,3376.977295287052,6,Media
38,Feminino,1679.3429996537998,9,Media
50,Masculino,3107.123708092849,7,Media
45,Feminino,2016.7251054579174,4,Baixa
25,Masculino,2600.9407823412985,8,Media
38,Feminino,1814.5126051887391,9,Media
61,Masculino,2751.023532153856,3,Baixa
48,Masculino,3806.9359423665774,7,Media
24,Masculino,2751.3951432847157,6,Alta
23,Feminino,1559.9196649735559,7,Media
23,Masculino,2127.653570438123,6,Media
44,Feminino,3803.744643082051,4,Media
36,Masculino,1725.191528586612,2,Media
30,Feminino,2229.91122217815,9,Alta
32,Masculino,2521.293824642076,6,Alta
39,Masculino,3151.958543930443,2,Media
57,Masculino,1616.9174884653125,5,Media
77,Feminino,1352.352059458807,0,Media
41,Feminino,1880.5531313142149,3,Media
77,Masculino,2761.277407836629,6,Media
56,Feminino,4422.547255571891,3,Media
57,Feminino,1250.5059447024855,5,Media
45,Feminino,3177.2452691826375,3,Alta
74,Masculino,3589.2473385274666,8,Alta
26,Masculino,2103.703284501892,6,Baixa
18,Masculino,2130.44249461435,1,Media
79,Feminino,3132.6078083416933,2,Media
21,Feminino,3818.902758343692,4,Media
20,Feminino,1762.4344945613288,7,Media
73,Feminino,2240.847112822046,3,Media
65,Feminino,4099.991542601389,8,Media
37,Masculino,4002.1850927847945,8,Media
21,Masculino,3300.6430973223933,7,Baixa
33,Masculino,3006.894858958951,8,Media
71,Feminino,3453.4326766876716,4,Media
23,Masculino,1879.135875277011,6,Media
21,Masculino,2266.3777692128697,5,Media
56,Feminino,2948.304713562793,7,Alta
38,Masculino,4676.243591734603,5,Media
51,Masculino,2464.3910387347023,2,Media
70,Feminino,847.2821789637576,8,Media
24,Feminino,4551.337365843362,6,Baixa
45,Masculino,1867.6488740163404,2,Alta
29,Masculino,1784.109835832442,3,Baixa
25,Feminino,696.0545345671746,3,Baixa
21,Masculino,2153.386268587881,5,Baixa
31,Masculino,2146.223514625651,0,Media
75,Feminino,968.935453296536,1,Baixa
63,Masculino,2398.5958505953604,5,Baixa
70,Feminino,2356.6101285140876,6,Media
38,Feminino,3419.295438331872,5,Alta
49,Feminino,3745.422091884032,2,Media
63,Feminino,1359.4057661821114,6,Baixa
39,Feminino,1748.939417982801,0,Alta
37,Masculino,2431.971416565731,2,Media
36,Masculino,1001.4802475864774,1,Media
73,Feminino,3545.074442667959,7,Alta
58,Masculino,2038.038459616127,6,Media
51,Masculino,1886.0450694307888,0,Media
78,Feminino,2556.6623496915363,5,Media
36,Masculino,2076.649915425239,1,Media
65,Masculino,1810.936899454718,1,Alta
73,Feminino,3135.520330441332,8,Media
68,Feminino,3047.880332922037,4,Baixa
19,Feminino,1692.1625241158895,9,Media
78,Feminino,2324.431782219965,9,Baixa
55,Masculino,1718.1170629685741,3,Media
36,Feminino,2248.6671672572747,1,Baixa
34,Masculino,2829.466391450746,3,Baixa
38,Feminino,1570.9265111570148,4,Media
41,Feminino,3027.569744689159,2,Media
45,Feminino,2517.003728161201,0,Alta
39,Masculino,1996.7225249842845,7,Media
43,Masculino,2478.4591143501225,2,Alta
64,Masculino,2862.161246143745,7,Alta
41,Feminino,3887.1595365640455,7,Media
58,Masculino,2846.7915873479756,2,Media
33,Masculino,3127.0350274950256,0,Media
49,Feminino,2759.7548637456916,7,Media
21,Masculino,2832.2254723954397,7,Baixa
25,Masculino,530.5392501643034,7,Baixa
49,Masculino,1459.3268739746609,0,Media
50,Feminino,2584.5554466239537,5,Media
79,Feminino,1484.9198438712028,1,Alta
61,Masculino,3402.2208000433875,4,Baixa
37,Feminino,922.6458722618124,2,Media
49,Feminino,3427.751086386602,4,Alta
78,Feminino,2525.652624526971,5,Baixa
76,Masculino,1761.3286945857005,7,Baixa
